ID;GUID;Model_ID;Feld_1;Feld_2;Feld_3;Feld_4;Feld_5;Feld_6;Feld_7;Feld_8;Feld_9;Feld_10;Feld_11;Feld_12;Feld_13;Tags
1586782685784;LeAbNKh0E%;1701908762985;6517;"mir fehlt ...;<br>ich brauche ... ";me falta ...;me faltaban habilidades (Fähigkeiten) prácticas en la vida<br><br>lo único que me falta es dinero<br><br>me faltan mis llaves (ich vermisse meine Schlüssel);[sound:s5000_6517_spanisch.mp3];E07;loc;;;[sound:s5000_6517_seite3.mp3];;0524A;941;
1586782685785;"y<;YfL.[qx";1701908762985;6518;mir fehlen die Worte;me faltan palabras;oder: no tengo palabras<br><br>me faltan palabras para describir las pérdidas, los sufrimientos y la desesperación de las víctimas (um die Verluste, das Leid und die Verzweiflung der Opfer zu beschreiben, fehlen mir die Worte)<br><br>no tengo palabras para expresar mi gratitud (ich habe keine Worte, um meine Dankbarkeit auszudrücken);[sound:s5000_6518_spanisch.mp3];E07;loc;;;[sound:s5000_6518_seite3.mp3];"<img src=""0524B.jpg"">";0524B;942;
1586782685786;ko@rmg`4_=;1701908762985;443;"die (Tier)art;<br>die Spezies";la especie;una especie amenazada de (en peligro de) extinción (eine vom Aussterben bedrohte Tierart)<br><br>una especie de = eine Art ...  (⇒▯):<br><br>parecía ser una especie de emergencia (es schien eine Art Notfall zu sein);[sound:s5000_443_spanisch.mp3];E07;nf;;;[sound:s5000_443_seite3.mp3];;0443;943;
1586782685787;f/{{dFSX@S;1701908762985;6519;"eine Art ...; so etwas wie ...<br>(≠ algo así como)";una especie de ...;oder: algún tipo de ...<br><br>era una especie de hospital<br><br>hemos alcanzado una especie de equilibrio (wir haben eine Art Gleichgewicht erreicht);[sound:s5000_6519_spanisch.mp3];E07;loc;;;[sound:s5000_6519_seite3.mp3];;0443A;944;
1586782685788;tZ{F6yRf.G;1701908762985;446;"alt; <br>ehemalig; <br>antik";antiguo;eres como un poderoso roble (Eiche) antiguo<br><br>al principio, creí que era un antiguo cliente<br><br>llegó del desierto dando bandazos (taumelnd) como un antiguo profeta <br><br>auch: frühere(r, s): Esa es su antigua novia, ya sabes. (Das ist seine frühere Freundin, weißt du.) <br><br>ähnlich: anciano (betagt, alt)  ⇒▯;[sound:s5000_446_spanisch.mp3];E07;adj;;;[sound:s5000_446_seite3.mp3];;0446;945;
1586782685789;yV~.[92a@];1701908762985;447;"die Anmut; <br>die Gnade;<br>der Spaß";la gracia;mem und mögl. Bed.: die Grazie<br><br>estaba fascinado por su belleza y gracia (er war fasziniert von ihrer Schönheit und Anmut)<br><br>le dio el golpe de gracia (er versetzte ihm den Gnadenstoß)<br><br>y dónde está la gracia? (und wo ist da der Spaß?)<br><br>está escrito con gracia (es ist geistreich geschrieben) <br><br>beachte: las gracias = der Dank  ⇒▯<br><br>4 x Gnade: la gracia (Anmut, Spaß), la piedad (Frömmigkeit), la misericordia (Barmherzigkeit), la merced (estar a la merced de...);[sound:s5000_447_spanisch.mp3];E07;nf;;;[sound:s5000_447_seite3.mp3];;0447;946;
1586782685790;ICs*vjsCzp;1701908762985;6520;das ist lustig! witzig!<br>(iron.) das ist ja großartig!<br>echt toll mal wieder!;¡qué gracia!;"qué gracia, yo iba a decir lo mismo (witzig, ich wollte genau das gleiche sagen)<br><br>¡Qué gracia! Tres médicos a bordo y nadie sabe coser una herida. (Toll! Drei Ärzte an Bord und keiner kann eine Wunde nähen.)<br><br>ähnlich: tiene gracia que ... (komisch, dass ...; schon witzig, dass ...)";[sound:s5000_6520_spanisch.mp3];E07;loc;;;[sound:s5000_6520_seite3.mp3];;0447A;947; missing-media 
1586782685791;rT*Z#<zysp;1701908762985;6521;das ist überhaupt nicht witzig;eso no tiene ninguna gracia;oder: eso no tiene nada de gracia / de gracioso / de divertido<br><br>eso no tiene la menor gracia, no tiene ni pizca de gracia (una pizca = ein kleines bisschen, eine Prise)<br><br>no me hace nada de gracia (das finde ich gar nicht lustig [das macht mir nichts an Witz]);[sound:s5000_6521_spanisch.mp3];E07;esp;;;[sound:s5000_6521_seite3.mp3];"<img src=""0447C.jpg"">";0447C;948;
1586782685792;HW[VD,hi~~;1701908762985;448;der Heilige :  <br>die Heilige;el santo  :  <br>la santa;todos iban detrás del Santo Patrono con rezos y cánticos (alle gingen mit Gebeten und Liedern dem Schutzpatron nach)<br><br>«el santo» ist auch »der Namenstag«: <br><br>me alegra que te hayas acordado de mi santo (es freut mich, dass du an meinen Namenstag gedacht hast [dich erinnert hast - subjuntivo!]);[sound:s5000_448_spanisch.mp3];E07;nm;;;[sound:s5000_448_seite3.mp3];;0448;949;
1586782685793;L-.9MS}12S;1701908762985;451;"der Raum; der Platz;<br>der Weltraum";el espacio;mem: (engl.) space, (frz.) espace<br><br>claro que tenemos suficiente espacio<br><br>el espacio contiene infinidad de incógnitas (der Weltraum/das All enthält noch unendlich viel Unbekanntes)<br><br>weitere Bed.: der Freiraum, der Abstand, der Spielraum;[sound:s5000_451_spanisch.mp3];E07;nm;;;[sound:s5000_451_seite3.mp3];"<img src=""0451.jpg"">";0451;952;
1586782685794;wj@&lt7%?B;1701908762985;453;veröffentlichen;publicar;mem und mögl. Bed.: publizieren<br><br>el artículo se publicó por primera vez en diferentes grupos de noticias (der Artikel wurde zuerst in verschiedenen Newsgroups veröffentlicht)<br><br>auch »posten«:<br><br>todos los días vamos a publicar una imagen diferente<br><br>Bild: Bundesverteidigungsminister Theodor v. Guttenberg nach Plagiatsvorwürfen zu seiner Doktorarbeit 2001;[sound:s5000_453_spanisch.mp3];E07;v;;;[sound:s5000_453_seite3.mp3];"<img src=""0453.jpg"">";0453;953;
1586782685795;qLhCO*BP@?;1701908762985;837;"die Öffentlichkeit;<br>das Publikum";el público;¿Está abierto al público el monasterio?<br><br>tu vida es tan 'apta para todos los públicos' (dein Leben ist sowas von FSK 12 [geeignet für alle Zuschauer]);[sound:s5000_837_spanisch.mp3];E07;nm;;;[sound:s5000_837_seite3.mp3];;0837;954; missing-media 
1586782685796;os.~WsVxp);1701908762985;6522;"öffentlich;<br>in der Öffentlichkeit";en público;oder: públicamente<br><br>para repetir mi promesa en público (um mein Versprechen in aller Öffentlichkeit zu wiederholen);[sound:s5000_6522_spanisch.mp3];E07;loc;;;[sound:s5000_6522_seite3.mp3];;0837A;955; missing-media 
1586782685797;M/eAG)DQ(t;1701908762985;454;die Bevölkerung;la población;mem und mögl. Bed. »die Population«: la población de peces ha disminuido drásticamente (der Fischbestand hat sich drastisch verringert)<br><br>población civil (Zivilbevölkerung), población activa (erwerbstätige Bevölkerung);[sound:s5000_454_spanisch.mp3];E07;nf;;;[sound:s5000_454_seite3.mp3];;0454;956; missing-media 
1586782685798;k~&u,mO>*L;1701908762985;455;"das Aussehen;<br>das Erscheinungsbild<br>(≠ apariencia);<br>der Gesichtspunkt<br>";el aspecto;mem und häufige Bed.: der Aspekt<br><br>disculpe el aspecto de mi hijo, por favor (bitte entschuldigen Sie das Aussehen meines Sohnes)<br><br>es un hombre de aspecto sombrío (er ist eine düstere Erscheinung [ein Mann von ...])<br><br>además, hay un aspecto jurídico (es gibt ferner [auch] einen juristischen Gesichtspunkt/Aspekt);[sound:s5000_455_spanisch.mp3];E07;nm;;;[sound:s5000_455_seite3.mp3];;0455;957;
1586782685799;C3zHUKLK4h;1701908762985;456;der Junge : das Mädchen<br>(jugendl.);el muchacho  :  <br>la muchacha;oder: el chico / la chica<br><br>(LatAm) el chamaco / la chamaca<br><br>en aquella época yo era un muchacho de doce años;[sound:s5000_456_spanisch.mp3];E07;nm;;;[sound:s5000_456_seite3.mp3];;0456;958;
1586782685800;"CM;vM`Wk@3";1701908762985;457;spät;tarde;llegar tarde (zu spät kommen)<br><br>llegó tarde a clase porque el despertador (Wecker) no sonó<br><br>lamento llegar tarde, perdón por llegar tarde (tut mir leid, dass ich zu spät bin)<br>;[sound:s5000_457_spanisch.mp3];E07;adv;"<img src=""Adverb.jpg"">";;[sound:s5000_457_seite3.mp3];"<img src=""0457.jpg"">";0457;959;
1586782685801;BU][cwj+C0;1701908762985;6523;ich bin spät dran;se me hace tarde;oder: llego tarde, estoy atrasado (verspätet)<br><br>ähnlich «se hace tarde» = »es wird spät«: Se hace tarde, me tengo que ir ... Se está haciendo tarde. No me gustaría irme a casa solo.;[sound:s5000_6523_spanisch.mp3];E07;esp;;;[sound:s5000_6523_seite3.mp3];;0457A;960;
1586782685802;KDKvrHKn@y;1701908762985;6524;kannst du etwas später kommen?;¿puedes venir un poco más tarde?;oder: ¿puedes venir algo después?;[sound:s5000_6524_spanisch.mp3];E07;exp;;;[sound:s5000_6524_seite3.mp3];"<img src=""0457B.jpg"">";0457B;961; missing-media 
1586782685803;z4w|FejPc};1701908762985;6525;einige kamen zu spät;algunos llegaron demasiado tarde;"oder: algunos llegaron muy tarde<br><br>algunos llegaron tarde<br><br>algunos se retrasaron<br><br>Anm.: ""algunos vinieron tarde"" ist keine Option - ""kommen"" im Sinne von ""ankommen"" ist ""llegar"" und nicht ""venir"". ";[sound:s5000_6525_spanisch.mp3];E07;esp;;;[sound:s5000_6525_seite3.mp3];;0457C;962;
1586782685804;JNLE}@tZ2O;1701908762985;458;der Artikel;el artículo;wie im Deutschen: Artikel als Ware, als Zeitungsartikel, als grammatische Kategorie (artículo determinado/indeterminado), als Paragraph in juristischen Texten<br><br>no sé si ella misma escribe los artículos, pero hay cosas buenas en ellos;[sound:s5000_458_spanisch.mp3];E07;nm;;;[sound:s5000_458_seite3.mp3];;0458;964; missing-media 
1586782685805;QCoa0v^6Py;1701908762985;459;"die Menge, <br>die Anzahl;<br>der Betrag";la cantidad;mem und mögl. Bed.: die Quantität<br><br>le van a preguntar de dónde sacó esa cantidad (sie werden ihn fragen, wo er diese Menge her[geholt] hat)<br><br>una cantidad determinada de decimales (eine festgelegte Anzahl von Nachkommastellen)<br><br>cada mes recibirá esta misma cantidad (Sie erhalten jeden Monat diesen [gleichen] Betrag) ;[sound:s5000_459_spanisch.mp3];E07;nf;;;[sound:s5000_459_seite3.mp3];;0459;965;
1586782685806;"je;}]Aha:7";1701908762985;460;"der Traum;<br>der Schlaf";el sueño;fue como despertar de un gran sueño (es war, wie aus einem langen [großen] Traum/Schlaf zu erwachen)<br><br>tengo un sueño bastante profundo (ich habe einen ziemlich tiefen Schlaf)<br><br>ni en sueños se me ocurriría hacer eso (ich würde nicht im Traum daran denken, das zu tun);[sound:s5000_460_spanisch.mp3];E07;nm;;;[sound:s5000_460_seite3.mp3];"<img src=""0460.jpg"">";0460;966; missing-media 
1586782685807;m,%{qF>aa|;1701908762985;6526;ich bin müde<br>(≠  ...cansado);tengo sueño;empiezo a tener sueño (ich fange an, müde zu werden)<br><br>beachte: tener un sueño = einen Traum haben:<br><br>acabo de tener un sueño muy loco (ich hatte gerade einen ganz verrückten Traum);[sound:s5000_6526_spanisch.mp3];E07;loc;;;[sound:s5000_6526_seite3.mp3];"<img src=""0460A.jpg"">";0460A;967; missing-media 
1586782685808;iyjndRk7b/;1701908762985;1269;träumen (von);soñar (con)<br>(irr.);"«soñar con» bezieht sich nicht nur auf Personen, sondern auf beliebige Inhalte:<br><br>soñé con tu esposa (ich habe von deiner Frau geträumt)<br><br>siempre he soñado con una vida como esa (ich habe [schon] immer von so einem Leben geträumt)<br><br>sueño con volver a verte (ich träume davon, dich wiederzusehen)<br><br>ähnlich: «sonar» (klingeln)<br><br>Irr.: sueño, sueñas, sueña, soñamos ...; que sueñe ...";[sound:s5000_1269_spanisch.mp3];E07;v;;;[sound:s5000_1269_seite3.mp3];;1269;968; missing-media 
1586782685809;l5k?hP(@|T;1701908762985;461;die Möglichkeit<br>(≠ oportunidad, ocasión);la posibilidad;si hay alguna posibilidad de salvarle ... (wenn es irgendeine Möglichkeit gibt, ihn zu retten ...)<br><br>(pl.) auch »Chancen«: tenemos grandes posibilidades de éxito (wir haben gute Erfolgschancen);[sound:s5000_461_spanisch.mp3];E07;nf;;;[sound:s5000_461_seite3.mp3];;0461;969;
1586782685810;A)y?zmqgOR;1701908762985;462;"werfen; <br>hinauswerfen<br>(≠ tirar, lanzar)";echar;nadie nos va a echar de nuestra propia casa (niemand wird uns aus unserem eigenen Haus werfen/rausschmeißen)<br><br>echar gasolina (tanken)<br><br>echar la culpa a alguien (jemandem die Schuld geben)<br><br>auch »feuern«: ¡por favor, no me pueden echar!<br><br>echarse a hacer (mit etwas plötzlich anfangen)  ⇒▯;[sound:s5000_462_spanisch.mp3];E08;v;;;[sound:s5000_462_seite3.mp3];;0462;971;
1586782685811;PW[#^me/?U;1701908762985;6527;"helfen; <br>(mit) Hand anlegen";echar una mano;oder: dar la mano (Hauptbedeutung ist natürlich »die Hand geben«)<br><br>lo siento, solo quería echar una mano (entschuldige! Ich wollte nur behilflich sein);[sound:s5000_6527_spanisch.mp3];E08;loc;;;[sound:s5000_6527_seite3.mp3];"<img src=""0462A.jpg"">";0462A;972;
1586782685812;tjU8I`O.!};1701908762985;6528;vermissen <br>(≠ extrañar);echar de menos;oder: echar en falta<br><br>te eché de menos con toda el alma desde el primer segundo (ich habe dich von der ersten Sekunde an schmerzlich [von ganzem Herzen/mit der ganzen Seele] vermisst);[sound:s5000_6528_spanisch.mp3];E08;loc;;;[sound:s5000_6528_seite3.mp3];;0462B;973;
1586782685813;CGc=)=Z}N[;1701908762985;6529;mit etwas plötzlich anfangen<br>(z.B. losheulen, losrennen);echarse a hacer algo;"wörtl. etwa »sich in etwas stürzen«<br><br>echarse a llorar/reír (losheulen, in Tränen ausbrechen / sich kaputtlachen)<br><br>no puedes echarte a correr así (du kannst doch nicht einfach so davonrennen)<br><br>y entonces se echó a dormir (und dann haute er sich auf's Ohr [""echarse"" steht hier nicht für die Plötzlichkeit, sondern für das sich-hinschmeißen])";[sound:s5000_6529_spanisch.mp3];E08;loc;;;[sound:s5000_6529_seite3.mp3];;0462D;974;
1586782685814;QqIBdN&*{D;1701908762985;6530;"(etwas) verderben;<br>vermasseln;<br>kaputt machen<br>(≠ arruinar)";echar a perder algo;wörtl.: zum verlieren wegschmeißen<br><br>no quería echar a perder la noche (ich wollte nicht den Abend verderben)<br><br>vais a echar a perder todo este proyecto (ihr werdet noch das ganze Projekt ruinieren);[sound:s5000_6530_spanisch.mp3];E08;loc;;;[sound:s5000_6530_seite3.mp3];;0462E;975;
1586782685815;sYHjq]efvH;1701908762985;464;"antworten;<br>entsprechen";responder;yo les escribí, ellos respondieron (ich schrieb sie an, sie schrieben zurück [antworteten])<br><br>y es precisamente a estos valores a los que debemos responder (und es sind genau diese Werte, denen wir entsprechen müssen)<br><br>Anm.: Standard für »entsprechen« ist «corresponder»  ⇒▯;[sound:s5000_464_spanisch.mp3];E08;v;;;[sound:s5000_464_seite3.mp3];;0464;976;
1586782685816;Chy@WEb,gm;1701908762985;488;"die Antwort;<br>die Reaktion<br>(≠ la contestación)";la respuesta;esperamos su respuesta<br><br>la única respuesta fue el silencio (Schweigen)<br><br>respuesta automática, respuesta evasiva (ausweichend), respuesta a corto plazo (kurzfristige Reaktion), respuesta inflamatoria (Entzündungsreaktion)<br><br>en respuesta a (als Antwort/Reaktion auf);[sound:s5000_488_spanisch.mp3];E08;nf;;;[sound:s5000_488_seite3.mp3];;0488;977;
1586782685817;zolz~uEIBD;1701908762985;465;"der Mund;<br>die Mündung";la boca;no se habla con la boca llena, hijo<br><br>así que cierra la boca y muévete (also halt den Mund/dein Maul/die Klappe/die Schnauze und geht weiter)<br><br>la boca del río (die Flussmündung)<br><br>la boca de tierra (das Erdloch)<br><br>la boca de buzón (der Briefkastenschlitz)<br><br>la boca del vino (die Blume des Weins);[sound:s5000_465_spanisch.mp3];E08;nf;;;[sound:s5000_465_seite3.mp3];;0465;978;
1586782685818;f/+.iIz!Lg;1701908762985;6531;"ich kam aus dem Staunen nicht mehr raus<br>(Ausdruck mit ""Mund"")";me dejó con la boca abierta;oder: me quedé con la boca abierta <br><br>fue entonces cuando me quedé boquiabierto (= con la boca abierta)<br><br>wörtl.: es ließ mich mit offenem Mund (stehen) ≈ da blieb mir der Mund offen stehen, da fiel mir echt die Kinnlade runter;[sound:s5000_6531_spanisch.mp3];E08;loc;;;[sound:s5000_6531_seite3.mp3];"<img src=""0465A.jpg"">";0465A;979; missing-media 
1586782685820;wKcOE`Ums;1701908762985;466;"nächste(r, s);<br>nahe(r, s)";próximo;parece que será nuestro próximo presidente (es sieht so aus, als wäre er [wird er sein] unser nächster Präsident)<br><br>¡El día del juicio está próximo! (Der jüngste Tag [Tag des Gerichts] ist nah!);[sound:s5000_466_spanisch.mp3];E08;adj;;;[sound:s5000_466_seite3.mp3];;0466;980; missing-media 
1586782685821;e2dK&,<Nc4;1701908762985;6533;nächstes Mal;la próxima vez;estaremos preparados la próxima vez (beim nächsten Mal werden wir vorbereitet sein)<br><br>la próxima vez tendrás que pagarme (das nächste Mal musst du mich bezahlen);[sound:s5000_6533_spanisch.mp3];E08;loc;;;[sound:s5000_6533_seite3.mp3];"<img src=""0466A.jpg"">";0466A;981; missing-media 
1586782685822;"iS|;E`x,>D";1701908762985;6534;nächste Woche;la próxima semana;oder: la semana próxima, la semana que viene, la semana siguiente<br><br>la semana próxima iré al Bundestag, en Berlín;[sound:s5000_6534_spanisch.mp3];E08;loc;;;[sound:s5000_6534_seite3.mp3];;0466B;982; missing-media 
1586782685823;u7?zk`nLhl;1701908762985;467;bewegen;mover<br>(irr.);"mem: (engl.) to move <br><br>solo estamos moviendo unos muebles (wir stellen nur ein paar Möbel um [bewegen Möbel])<br><br>si no nos movemos no podremos solucionar el caso  (wenn wir nichts tun [uns nicht bewegen], können wir den Fall nicht lösen)<br><br>mover la cabeza (sacudir la cabeza, negar con la cabeza) = den Kopf schütteln<br><br>irr.: muevo, mueves, mueve ...; que mueva, que muevas ...<br>";[sound:s5000_467_spanisch.mp3];E08;v;;;[sound:s5000_467_seite3.mp3];;0467;983;
1586782685824;Q*_>NvFlDL;1701908762985;6535;los, los, los!<br>(beweg dich, beweg dich, beweg dich!);¡muévete, muévete, muévete!;¡venga, muévete! (komm schon, beweg dich!)<br>;[sound:s5000_6535_spanisch.mp3];E08;loc;;;[sound:s5000_6535_seite3.mp3];"<img src=""0467A.jpg"">";0467A;984; missing-media 
1586782685825;QP}4h(P/(|;1701908762985;469;die Kultur;la cultura;entiendo que vuestra cultura tiene valores diferentes;[sound:s5000_469_spanisch.mp3];E08;nf;;;[sound:s5000_469_seite3.mp3];;0469;985;
1586782685826;"I;Y?qkH_uP";1701908762985;6536;die Allgemeinbildung;la cultura general;¿Eso es cultura general? (Ist das Allgemeinwissen?);[sound:s5000_6536_spanisch.mp3];E08;loc;;;[sound:s5000_6536_seite3.mp3];;0469A;986;
1586782685827;btg-Bb({r3;1701908762985;714;"kulturell; Kultur-";cultural;la supremacía económica, cultural, lingüística sobre los otros (die wirtschaftliche, kulturelle, sprachliche Vormachtstellung über andere);[sound:s5000_714_spanisch.mp3];E08;adj;;;[sound:s5000_714_seite3.mp3];;0714;987;
1586782685828;fd8hPa`Zi(;1701908762985;470;der Arm;el brazo;mem: (engl.) embrace (umarmen) <br><br>brazo de la silla (Armlehne) <br><br>brazo de río (Flussarm) <br><br>los brazos del árbol (die Äste des Baumes)<br><br>llevar algo de brazo (etw. auf dem Arm tragen);[sound:s5000_470_spanisch.mp3];E08;nm;;;[sound:s5000_470_seite3.mp3];;0470;988;
1586782685829;MWz~Cd(oxV;1701908762985;6537;mit offenen Armen;con los brazos abiertos;sin embargo, me recibió con los brazos abiertos cuando aparecí en su puerta en Nueva York (dennoch hat sie mich mit offenen Armen empfangen, als ich an ihrer Tür erschien in New York);[sound:s5000_6537_spanisch.mp3];E08;loc;;;[sound:s5000_6537_seite3.mp3];"<img src=""0470A.jpg"">";0470A;989;
1586782685830;APR@OAk%kn;1701908762985;6538;mein Arm ist eingeschlafen;se me durmió el brazo;beachte die Unregelmäßigkeit dormir - durmió;[sound:s5000_6538_spanisch.mp3];E08;loc;;;;;0470B;990; missing-media 
1586782685831;JJz@_ZYXhO;1701908762985;473;frei;libre;"si quieres a alguien déjale libre (wenn du jemanden liebst, lass ihn frei)<br><br>soy un hombre libre, con libre albedrío (ich bin ein freier Mensch, mit einem freien Willen [albedrío = Wille/Willkür, libre albedrío = feststehender Ausdruck für ""freier Wille""])<br><br>estoy libre de preocupaciones materiales (ich bin frei von materiellen Sorgen)<br><br>mercado libre, entrada libre, libre circulación (freier Markt, Eintritt frei, Freizügigkeit)";[sound:s5000_473_spanisch.mp3];E08;adj;"<img src=""Adjektiv.jpg"">";;[sound:s5000_473_seite3.mp3];;0473;991;
1586782685832;N]p<FbHuF`;1701908762985;6539;ich bin ein freier Mensch;soy un hombre libre;oder: soy una persona libre<br><br>Anm.: eine Frau würde bei dieser Aussage statt des «hombre» «persona» benutzen, oder sagen: «soy una mujer libre»;[sound:s5000_6539_spanisch.mp3];E08;exp;;;[sound:s5000_6539_seite3.mp3];;0473A;992;
1586782685833;E^ibVe-nlI;1701908762985;474;"das Wesen;<br>das Sein";el ser;"«ser» als »Wesen« steht in der Regel nur für »Lebewesen, Geschöpf« (ser viviente, criatura) und nur selten für »Natur, Essenz« (naturaleza, esencia):<br><br>no sé si el ser comprendía el idioma o solo mi comportamiento (ich weiß nicht, ob das Wesen die Sprache verstand, oder nur mein Verhalten)<br><br>un tipo llamado Jean-Paul Sartre escribió un libro titulado ""El ser y la nada"" (ein Typ namens Jean-Paul Sartre schrieb ein Buch namens ""Das Sein und das Nichts"") <br><br>6 x Wesen (die ersten 3: physisches Wesen, der Rest: metaphysisch): <br>el ser (Sein), la criatura (Kreatur), el ente (das Seiende); <br>la naturaleza (Natur), el carácter (Charakter), la esencia (Essenz) ";[sound:s5000_474_spanisch.mp3];E08;nm;;;[sound:s5000_474_seite3.mp3];;0474;993;
1586782685834;L4S~oo(p%R;1701908762985;475;das Herz;el corazón;el amor llena tu corazón (Liebe füllt dein Herz)<br><br>blando de corazón, duro de corazón (weichherzig, hartherzig)<br><br>ataque al corazón (Herzinfarkt)<br><br>«corazón» wird auch als Anrede gebraucht (Schatz, Schätzchen, Liebling, mein Süßer):<br><br>ha sido un viaje largo, corazón (Schatz, es war eine lange Reise ...);[sound:s5000_475_spanisch.mp3];E08;nm;;;[sound:s5000_475_seite3.mp3];"<img src=""0475.jpg"">";0475;994; missing-media 
1586782685835;gmJH>`1qhU;1701908762985;6540;von ganzem Herzen;con todo el corazón;¡Es con todo mi corazón que te quiero, Hans-Rüdiger! - ¡No tanto como yo te adoro a ti, Millaray-Anais!;[sound:s5000_6540_spanisch.mp3];E08;loc;;;[sound:s5000_6540_seite3.mp3];;0475A;995; missing-media 
1586782685837;qu![q.S_<H;1701908762985;476;"die Linie;<br>die Zeile;<br>die (Telefon)Leitung";la línea;la línea del horizonte que separa el cielo del mar (die Horizontlinie, die den Himmel vom Meer trennt)<br><br>línea de crédito (Kreditlinie), línea de montaje (Fließband), línea aérea = aerolínea (Fluglinie)<br><br>aprender a leer entre líneas (lernen, zwischen den Zeilen zu lesen)<br><br>¡Profesor, tenemos al Presidente en la línea!<br><br>auch »die (Bahn)Strecke«: la velocidad máxima para la que se ha diseñado esta línea<br><br>auch »der Spruch«: ¡Una línea genial, tío! (Cooler Spruch, Alter!);[sound:s5000_476_spanisch.mp3];E08;nf;;;[sound:s5000_476_seite3.mp3];;0476;998; missing-media 
1586782685838;CY#r:#]w7V;1701908762985;477;"der Ort; der Platz;<br>die Stelle<br>(≠ lugar)";el sitio;ahora imagínate en un bonito sitio relajante (jetzt stell dir vor, du bist an einem schönen entspannenden Ort [stell dir dich ...])<br><br>el sitio web = la página web (die Webseite)<br><br>auch »der Laden, das Lokal«: vamos a un sitio donde haya mucha gente<br><br>auch »das Grundstück, die Baustelle«: había una docena de tipos (ein Dutzend Leute) trabajando en ese sitio;[sound:s5000_477_spanisch.mp3];E08;nm;;;[sound:s5000_477_seite3.mp3];;0477;1000;
1586782685839;J,QcA&i%g%;1701908762985;478;die Minute;el minuto;antes del partido se va a guardar un minuto de silencio (vor dem Spiel wird eine Schweigeminute eingelegt werden [gewahrt werden])<br><br>sin perder un minuto (umgehend, augenblicklich);[sound:s5000_478_spanisch.mp3];E08;nm;;;[sound:s5000_478_seite3.mp3];;0478;1001;
1586782685840;j#U}x6<K=_;1701908762985;6542;das ist eine Sache von zwei Minuten;es cosa de dos minutos;eso será como cosa de media hora (das wird ungefähr eine halbe Stunde dauern);[sound:s5000_6542_spanisch.mp3];E08;loc;;;[sound:s5000_6542_seite3.mp3];;0478A;1002;
1586782685841;FI|rr=K<F|;1701908762985;479;"hinweisen auf;<br>zeigen (Finger);<br>(≠ indicar)<br>";señalar;mem und mögl. Bed.: signalisieren<br><br>me gustaría señalar que solo nos queda media hora (ich möchte darauf hinweisen, dass wir nur noch eine halbe Stunde haben [uns noch ... bleibt])<br><br>si quieres señalar a alguien con el dedo, Sherlock, empieza por ti (wenn du [mit dem Finger] auf jemand zeigen willst, Sherlock, dann fang mit dir selber an)<br>;[sound:s5000_479_spanisch.mp3];E08;v;;;[sound:s5000_479_seite3.mp3];;0479;1003; missing-media 
1586782685842;Gb*tWz6og7;1701908762985;480;"das Meer;<br>die See";el mar (la mar);solíamos navegar cruzando el mar abierto (wir segelten früher über das offene Meer [wir pflegten zu segeln, das offene Meer durchkreuzend])<br><br>hueles como el mar en invierno (du riechst wie die See im Winter)<br><br>el mar de fondo (die Dünung)<br><br>en alta mar (auf hoher See)<br><br> mar Báltico, mar del Norte, mar Rojo (Ostsee, Nordsee, Rotes Meer)<br><br>«el mar» ist deutlich häufiger, «la mar» ist poetischer;[sound:s5000_480_spanisch.mp3];E08;nm/f;;;[sound:s5000_480_seite3.mp3];"<img src=""0480.jpg"">";0480;1004;
1586782685843;GT%x4N^O<D;1701908762985;481;"die Karriere;<br>das (Wett)rennen";la carrera;estos 40 años de carrera militar (diese 40 Jahre [währende] militärische Laufbahn)<br><br>su carrera como «jazzman» profesional empezó en Cannes<br><br>sé que me dejaste ganar la carrera (ich weiß, dass du mich das Rennen hast gewinnen lassen)<br><br>la carrera de armamentos nucleares (das atomare Wettrüsten)<br><br>de (una) carrera (in wilder Hast, eiligst): ella salió del cuarto de una carrera<br><br>hacer una carrera (studieren)  ⇒▯;[sound:s5000_481_spanisch.mp3];E08;nf;;;[sound:s5000_481_seite3.mp3];;0481;1005;
1586782685844;A#`O(,R-+:;1701908762985;6543;studieren<br>(≠ estudiar);hacer una carrera;auch: einen Studienabschluss machen<br><br>dazu: dar carrera a alguien (jemandem das Studium ermöglichen, jemanden studieren lassen), persona de carrera (Akademiker)<br><br>Achtung: «hacer la carrera» (LatAm) heißt »auf den Strich gehen« (carrera LatAm = Straße, Allee);[sound:s5000_6543_spanisch.mp3];E08;loc;;;[sound:s5000_6543_seite3.mp3];;0481A;1006;
